review_id,sentence_id,text,status,Food,Staff / service,Price / value,Wait times,Atmosphere / facilities,Business operations,Recommendations / loyalty,Overall experience
4,4,"We ordered the chicken legs, the poutine, and pastel de nata.",candidate matches,1,1,0,0,0,1,1,0
4,5,The ordering can be a bit confusing as it's not clear what line is which.,unclassified,0,0,0,0,0,0,0,0
4,6,So the move is your line up and order by the cooks in front then move to the back to pay at the cashier.,candidate matches,0,0,0,0,0,1,0,0
4,7,The portions are large and even the small poutine can feed a family.,candidate matches,1,1,0,0,0,1,1,0
4,8,I lived the spicy chicken and pastel de nata.,candidate matches,1,0,0,0,0,0,1,0
4,9,The poutine was good but didn't need the sausage.,candidate matches,1,0,1,0,0,1,1,0
4,10,Overall very happy we revisited and that they're still amazing.,unclassified,0,0,0,0,0,0,0,0
5,1,I could not decide what to eat for lunch on this rainy Sunday and I don't have any local currency.,candidate matches,1,0,1,0,0,1,0,0
5,2,I'm on a credit only trip (just because I'm too lazy to deal with it) so that leaves Schwartz's out of the picture.,unclassified,0,0,0,0,0,0,0,0
5,3,I randomly came across this chicken palace and am so happy I did.,candidate matches,1,0,0,0,0,0,1,0
5,4,"If you enjoy rotisserie chicken, Portuguese chicken is your jam.",candidate matches,1,0,0,0,0,0,1,0
5,5,This dude up front is a grilling machine and it's all charcoal.,unclassified,0,0,0,0,0,0,0,0
5,6,I got the half chicken with French fries and salad.,candidate matches,1,0,1,0,0,1,0,0
5,7,It's a lot of food for under $12 US.,candidate matches,1,0,1,0,0,0,0,0
5,8,"I, of course, opted for spicy with extra hot sauce on the side.",unclassified,0,0,0,0,0,0,0,0
5,9,That stuff isn't very spicy but so very delicious.,unclassified,0,0,0,0,0,0,0,0
5,10,The chicken was moist and flavorful and the hot sauce was perfect with it.,candidate matches,1,1,0,0,0,0,1,0
5,11,The heaping pile of fries was a bit overkill.,candidate matches,1,0,1,0,0,0,0,0
5,12,There were a lot of Asians in there so you know it's a good deal.,unclassified,0,0,0,0,0,0,0,0
5,13,I'm Asian myself so I would know.,unclassified,0,0,0,0,0,0,0,0
6,1,"The chicken is tender, it's better with the spicy sauce.",candidate matches,1,0,0,0,0,0,1,0
6,2,The portion is huge and you can definitely share with two people.,candidate matches,1,0,0,0,0,0,0,0
6,3,"It's very popular but I found the overall flavor is okay, not a complete wow.",unclassified,0,0,0,0,0,0,0,0
6,4,But the dessert was great!,candidate matches,1,0,0,0,0,0,0,0
7,1,We visited this place because we just had to try poutine and heard it was fabulous here.,candidate matches,1,1,0,0,0,1,1,0
7,2,"That is true, and you'll be sure after 1st bite..",unclassified,0,0,0,0,0,0,0,0
7,3,"Great fries, with chorizo + bits of chicken, good amount of cheese curds and finally smothered w/gravy.",candidate matches,1,0,1,0,0,1,0,0
7,4,"I thought the gravy might be an afterthought/not interesting- but no, it was delicious.",candidate matches,1,0,1,0,0,0,0,0
7,5,You walk in the door and all you smell is chicken grilling+ chargrilled goodness.,unclassified,0,0,0,0,0,0,0,0
7,6,They offer a1/2chicken w/salad+ fries.,candidate matches,1,0,1,0,0,1,0,0
7,7,Since we were ordering the poutine we didn't want those extra sides; we just ordered whole chicken.,candidate matches,1,0,0,0,0,1,1,0
7,8,"They'll ask, spicy or not?",unclassified,0,0,0,0,0,0,0,0
7,9,We got 'spicy' -basically the orange sauce in pics.,candidate matches,0,0,0,0,0,1,0,0
7,10,"It's not at all 'spicy hot' -but tastes garlicky, rich and delicious.",candidate matches,1,0,0,0,0,0,0,0
7,11,Great choice.,candidate matches,0,0,0,0,0,0,1,0
7,12,"Chicken is Portuguese style; with a chargrilled taste, very juicy and well seasoned.",candidate matches,1,0,0,0,0,0,1,0
7,13,"Talked to several people who were near us eating about how great the food was, and found out that like us, several of them were out of towners who'd asked a local ""where to eat"" in town.",candidate matches,1,0,1,0,1,1,1,0
7,14,Every single person was raving about how delicious it all was.,unclassified,0,0,0,0,0,0,0,0
7,15,This place is the Bomb!,unclassified,0,0,0,0,0,0,0,0
7,16,Absolutely a 'Do Not miss' in Montreal.,candidate matches,0,0,0,0,0,0,1,1
7,17,The small poutine we ordered was huge!,candidate matches,1,1,0,0,0,1,1,0
7,18,And the large sized poutine others bought was size of a ham on the large plate.,candidate matches,1,0,0,0,0,1,1,0
7,19,"Even with 2 hungry people and my Hubbie is a big dude, we brought almost 1/2 of our food home to finish the next day.",candidate matches,1,0,0,0,0,1,0,0
7,20,Not bad for $34+ tax.,candidate matches,0,0,1,0,0,0,0,0
7,21,"PS One pic is from neighboring table's plate- the guy said ""Please do take a picture.",unclassified,0,0,0,0,0,0,0,0
7,22,What a find!,unclassified,0,0,0,0,0,0,0,0
7,23,"I can't believe this place"".",unclassified,0,0,0,0,0,0,0,0
8,1,A bounty of food comes with your half chicken and fries!,candidate matches,1,0,1,0,0,1,0,0
8,2,"The ""golden row"" of chicken twisting and turning while cooking definitely generates much anticipation.",candidate matches,1,0,0,0,0,0,0,0
8,3,"I'll say half of the 1/2 chicken I ordered was definitely moist and tender, while the other side was a bit dried out.",candidate matches,1,0,0,0,0,0,0,0
8,4,"The fat from the skin was nonexistent, so not much flavor other than the sauce that coated the exterior of the chicken.",candidate matches,1,1,0,0,0,0,0,0
8,5,"While there was an abundance of fries, which covered every inch of the paper box, sadly they were neither crunchy nor crisp.",candidate matches,1,0,0,0,0,0,0,0
8,6,This was right after opening my box after I paid for my order.,unclassified,0,0,0,0,0,0,0,0
8,7,I also got the chicken sandwich which was juicer even if it was less majestic than the 1/2 chicken.,candidate matches,1,1,1,0,0,1,0,0
8,8,"The flan dessert was somewhat forgettable, I left half of it behind.",candidate matches,1,0,0,0,0,0,0,0
8,9,There was a line up to order but it moved well.,candidate matches,0,0,0,0,1,0,0,0
8,10,There is seating inside however the tables and chairs were in need of a good wipe down.,candidate matches,0,0,0,0,1,1,0,0
9,1,The BEST POUTINE & BBQ chicken i ever had!,candidate matches,1,0,1,0,0,1,1,0
9,2,It was the best food we had from Montreal.,candidate matches,1,0,1,0,1,1,1,1
9,3,I've been to La Banquise for poutine multiple times and LB's good but this chicken and chorizo poutine is superior!,candidate matches,1,1,1,0,0,1,1,0
9,4,"Perfect potato fries, bbq chicken, cheese curds and gravy!",candidate matches,1,0,1,0,0,1,0,0
9,5,Dont forget to ask for their spicy sauce on top!,unclassified,0,0,0,0,0,0,0,0
9,6,"(Not spicy at all, just gives extra umami!) This place also gets long queue but much less than LB and it moves pretty fast!",unclassified,0,0,0,0,0,0,0,0
9,7,Their service is fast and efficient.,candidate matches,0,1,0,0,0,0,0,0
9,8,"While u are waiting, u can see how they cook their chicken on the Portuguese grill.",candidate matches,0,0,0,0,0,0,1,0
9,9,I want to try bbq chicken with their hot sauce next time when I visit Mtl again.,candidate matches,1,0,1,0,0,0,0,0
9,10,PS.,unclassified,0,0,0,0,0,0,0,0
9,11,Get large!!,unclassified,0,0,0,0,0,0,0,0
9,12,And pastel de nata is just ordinary.,unclassified,0,0,0,0,0,0,0,0
10,1,They have a tiny dining room.,candidate matches,0,0,0,0,1,0,0,0
10,2,Their reputation brings many people coming.,unclassified,0,0,0,0,0,0,0,0
10,3,Locals and tourists line up around the block.,unclassified,0,0,0,0,0,0,0,0
10,4,Their chicken is delicious.,candidate matches,1,1,0,0,0,0,1,0
10,5,Their poutine is huge.,candidate matches,1,1,0,0,0,1,1,0
10,6,We ordered it loaded but I would order it without the chorizo.,candidate matches,1,0,0,0,0,0,0,0
10,7,It's a little much.,unclassified,0,0,0,0,0,0,0,0
11,1,I found myself at Ma Poule Mouillée as part of a food tour I was on.,candidate matches,0,0,0,1,0,0,1,0
11,2,"We were not told in advance which places we were visiting, so it was a pleasant surprise to find out that this was on the route.",unclassified,0,0,0,0,0,0,0,0
11,3,"While I didn't know too much about this spot, I was aware of its popularity and that they served good poutine; needless to say, I was looking forward to checking it out.",candidate matches,1,0,1,0,0,1,1,0
11,4,Ma Poule Mouillée is a Portuguese restatuant that specializes in chicken and poutine.,candidate matches,0,0,0,1,0,0,1,0
11,5,"We were there late morning so it was not crowded, though I was told it's normal for a line for form around the block during peak times.",candidate matches,0,0,0,0,1,0,0,0
11,6,"Our tour guide also mentioned that this place, along with La Banquise which sits catty corner, are two of the most popular places for poutine in the city.",candidate matches,1,0,0,0,0,0,1,0
11,7,"We were here for poutine - specifically, we got the variety topped with chorizo and roasted chicken.",candidate matches,1,1,0,0,0,1,1,0
11,8,"It was delicious - the fries were crispy, and the combo for the chorizo and chicken with the gravy and cheese curds really made for an elevated poutine.",candidate matches,1,1,1,0,0,1,1,0
11,9,"We didn't have time for anything else, but what we had was enough to make an impression.",unclassified,0,0,0,0,0,0,0,0
11,10,"Overall, Ma Poule Mouillée was a total yes - this was one of the best poutines I've had in a while and I would definitely return the next time I'm in Montreal.",candidate matches,1,1,0,1,0,1,1,1
12,1,Want a Thanksgiving feast?,unclassified,0,0,0,0,0,0,0,0
12,2,I would say order the number 8.,unclassified,0,0,0,0,0,0,0,0
12,3,"We had Portuguese meat, rotisserie chicken all in gravy on top of fries.",candidate matches,1,0,1,0,0,1,1,0
12,4,I would say it reminded me of a heavy Thanksgiving meal.,candidate matches,1,0,1,0,1,0,0,0
12,5,It was good.,unclassified,0,0,0,0,0,0,0,0
12,6,Don't get me wrong.,unclassified,0,0,0,0,0,0,0,0
12,7,"The line was a bit long outside but once you get in, you order, wait for you food, pay, and then find a table to eat.",candidate matches,0,1,0,1,1,1,0,0
12,8,It's small inside but you can grab a seat if you're patient.,candidate matches,0,0,0,0,1,1,0,0
12,9,They also have a spicy sauce you can add to your meal that was pretty good.,candidate matches,1,1,1,0,0,1,0,0
12,10,It's definitely worth a try but I think there are so many different poutine places I would try around Montreal.,candidate matches,1,0,0,0,0,1,1,1
13,1,Their gravy is delicious.,candidate matches,1,0,0,0,0,0,0,0
13,2,"Chicken is falling off the bone, it's cooked so well.",candidate matches,1,0,0,0,0,0,0,0
13,3,"The portions are huge - my wife couldn't finish her ""small"" poutine, and I couldn't finish my portion of chicken legs with salad and fries.",candidate matches,1,1,0,0,0,1,1,0
13,4,"There is limited seating and no one seats you, so you have to watch for tables to free up and grab one while being in line for the food so having company helps!",candidate matches,0,0,0,0,1,1,0,0
14,1,I had so many recommendations to try this poutine in Montreal and it did not disappoint.,candidate matches,1,1,0,0,0,1,1,1
14,2,"The location is actually a Portuguese chicken restaurant but they do a poutine that has 2 full legs of chicken and sausage on top of your usual squeaky cheese curds, crispy fries and piping hot gravy.",candidate matches,1,1,0,0,0,1,1,0
14,3,The portion was massive.,candidate matches,1,0,1,0,0,0,0,0
14,4,We ordered the large poutine and it only cost $19.00.,candidate matches,1,0,0,0,0,1,1,0
14,5,"I think what makes this dish is the chicken, which is cooked to perfection with crispiest skin.",candidate matches,1,0,0,0,0,0,1,0
14,6,The service was quick and you could see the chicken being roasted on the spits.,candidate matches,1,1,0,1,0,0,0,0
14,7,The restaurant itself is set up as take out.,candidate matches,0,1,0,0,1,1,0,0
14,8,You order and then find a spot to sit.,candidate matches,0,0,0,0,1,1,1,0
14,9,Pretty spacious and lots of seating available.,candidate matches,0,0,0,0,1,1,0,0
14,10,We went on a Monday morning (10am) during the winter so there was no line up.,candidate matches,0,0,0,1,1,0,0,0
14,11,But I have heard that it can get very busy.,candidate matches,0,0,0,0,1,0,0,0
14,12,We also got the eggs tarts which were delicious.,candidate matches,1,0,0,0,0,0,0,0
14,13,Great recommendation.,candidate matches,0,0,0,0,0,0,1,0
15,1,This place was super busy and had a line but did move quickly.,candidate matches,0,1,0,1,1,0,0,0
15,2,It was super packed when we went and therefore had to take our food to go and eat at our hotel.,candidate matches,1,0,1,1,1,1,0,0
15,3,"The place is definitely smaller inside but nice, clean, cozy and friendly staff.",candidate matches,0,1,0,0,1,0,0,0
15,4,The food was amazing!!!,candidate matches,1,1,1,0,1,1,0,0
15,5,We probably could have ordered a small poutine since we also had fries with the half chicken but no regrets!,candidate matches,1,1,1,0,0,1,1,0
15,6,Best poutine we had for sure during our trip.,candidate matches,1,1,0,0,0,1,1,0
15,7,Highly recommend!,candidate matches,0,0,0,0,0,0,1,0
16,1,Some of the best roasted chicken I have ever had.,candidate matches,1,0,0,0,0,0,1,0
16,2,"I would come just for the chicken, no poutine needed.",candidate matches,1,0,0,0,0,1,1,0
17,1,The line was put the door for good reason.,candidate matches,0,1,0,1,0,0,0,0
17,2,I ordered the chicken sandwich and they pulled it right off the grill and put it on amazing Portuguese bread.,candidate matches,1,0,0,0,0,0,1,0
17,3,Get the food to go and have the best Portuguese chicken and/or poutine in Montreal.,candidate matches,1,1,0,0,0,1,1,1
17,4,Everyone was friendly and the whole place smells delicious!,candidate matches,0,1,0,0,1,0,0,0
18,1,Their grilled calamari and Portuguese chicken were AMAZING!,candidate matches,1,0,1,0,0,0,1,0
18,2,The chicken still tasted delicious even when it was cold.,candidate matches,1,1,0,0,0,0,1,0
18,3,They truly worked some magic with their sauce.,unclassified,0,0,0,0,0,0,0,0
18,4,"I didn't try their famous poutine, and now I really regret it.",candidate matches,1,1,0,0,0,1,1,0
18,5,I'll definitely be coming back when I get the chance!,unclassified,0,0,0,0,0,0,0,0
19,1,Hands down the best poutine fusion in Montreal.,candidate matches,1,0,0,0,0,1,1,0
19,2,The Portugese chicken compliments the poutine very well and definitely a dark horse in Montreal.,candidate matches,1,1,0,0,0,1,1,1
19,3,"They don't seem to get as much attention as some other poutine places, but don't sleep on this experience.",candidate matches,1,1,0,0,0,0,1,0
19,4,"For their price, it is a lot of food, one large serving of their 19$ grilled chicken with sausage and poutine is a great meal that will last you the entire day, it was more than enough for two.",candidate matches,1,0,1,0,0,1,1,0
19,5,They debone two legs of chicken on top of the poutine that they pulled fresh off their grill!,candidate matches,1,1,0,0,0,1,1,0
19,6,"Service was fast, there is plenty of room to eat at the restaurant and they have a separate counter for the pastries.",candidate matches,1,1,1,1,1,1,0,0
19,7,We had to get some of their Portuguese tarts (10$ for 6) and they were also amazing.,candidate matches,1,0,0,0,0,0,0,0
19,8,"Creamy, custardy, perfectly baked.",candidate matches,1,0,0,0,0,0,0,0
19,9,It reheated well in the air fryer when we brought some back as souvenirs to enjoy.,unclassified,0,0,0,0,0,0,0,0
19,10,"This is a place worth stopping by in Montreal, poutine in one hand and a batch of tarts for dessert on the other.",candidate matches,1,0,0,0,0,1,1,0
20,1,A Portuguese restaurant that is serving up the best poutine I've ever had.,candidate matches,1,1,0,0,0,1,1,0
20,2,"It is piled HIGH with chorizo, chicken, gravy and curd.",candidate matches,1,0,0,0,0,1,0,0
20,3,"The flavors are so warm, it is the perfect thing for a chilly day.",candidate matches,1,0,0,0,0,0,0,0
20,4,This poutine could easily serve 3 people so keep that in mind when ordering it.,candidate matches,1,0,0,0,0,1,1,0
20,5,Try your best to save room for dessert so you can try their pastel de nata,candidate matches,1,0,0,0,0,0,0,0
21,1,"I was probably the most excited to try this place during my trip, and it really didn't disappoint!",candidate matches,0,0,0,0,0,0,1,1
21,2,"We came on a Friday around lunch, and I was happy to see that there was no line.",candidate matches,0,1,0,1,1,0,0,0
21,3,It's pretty small inside with only a handful of tables and high chairs.,candidate matches,0,0,0,0,1,1,0,0
21,4,"We got the small poutine to share, and man, this bowl was hefty!",candidate matches,1,1,0,0,0,1,1,0
21,5,It was a perfect amount of food for two people.,candidate matches,1,1,1,0,1,1,0,0
21,6,The chicken was so moist and flavorful.,candidate matches,1,1,0,0,0,1,1,0
21,7,They definitely don't skimp on the gravy - every inch is drenched.,unclassified,0,0,0,0,0,0,0,0
21,8,The chorizo wasn't quite what I was expecting.,candidate matches,1,0,0,0,0,0,0,0
21,9,"It wasn't my favorite, but everything comes together so well that I didn't mind.",unclassified,0,0,0,0,0,0,0,0
21,10,"I wish I had room to try the pasteis de nata, but I guess I'll just have to come back.",unclassified,0,0,0,0,0,0,0,0
21,11,This is such a unique take on poutine!,candidate matches,1,1,0,0,0,1,1,0
21,12,It's a must-try for anyone visiting Montreal.,candidate matches,0,0,0,0,0,0,1,1
22,1,The Portuguese chicken poutine here is literally top tier.,candidate matches,1,0,0,0,0,1,1,0
22,2,"The mix of the chicken, chorizo, and sauce is elite, and the portions are huge.",candidate matches,1,0,0,0,0,0,0,0
22,3,"Honestly, the only reason it's not a 5-star is because the line is always insane and it gets super crowded inside, but the food low-key makes up for it.",candidate matches,0,0,0,0,0,0,0,1
22,4,Def a must-try in Montreal!,candidate matches,0,0,0,0,0,0,1,1
23,1,I was very surprised by this one.,unclassified,0,0,0,0,0,0,0,0
23,2,It is better than the guy across the street!,unclassified,0,0,0,0,0,0,0,0
23,3,The gravy has a more deep flavor and the service (petite) is enough for two people that aren't extremely hungry Yum!,unclassified,0,0,0,0,0,0,0,0
23,4,This is the place in Montreal for poutine,candidate matches,1,1,0,0,0,1,1,1
24,1,Holy s&$t this was amazing poutine!,candidate matches,1,1,0,0,0,1,1,0
24,2,Worth the hype and worth the wait.,unclassified,0,0,0,0,0,0,0,0
24,3,Line seemed long but didn't take too long.,candidate matches,0,1,0,1,1,0,0,0
24,4,It smelled so grilled and delicious in there.,candidate matches,1,0,1,0,1,0,0,0
24,5,This was also recommend by a few locals to try as well so I would highly suggest eating here when you're in Montreal!,candidate matches,0,0,0,0,0,0,1,1
25,1,"The Portuguese chicken was the one thing my partner absolutely wanted to try while we were in Montreal, so we ended up waiting for them to open while sitting on a bench on a cold March morning.",candidate matches,1,1,0,0,0,1,1,0
25,2,They noticed us peeking in and invited us to come in early which was so kind of them!,unclassified,0,0,0,0,0,0,0,0
25,3,"We got the first chicken of the morning and booked it to the train station to enjoy it, and it did not disappoint.",candidate matches,1,1,0,0,0,1,1,0
25,4,Incredibly flavorful and moist.,candidate matches,1,0,0,0,0,0,0,0
25,5,Next time we're in Montreal we will definitely be stopping by again to try some more of the menu!,candidate matches,0,0,0,0,0,0,1,1
26,1,Great chicken--so soft and moist.,candidate matches,1,1,0,0,0,0,1,0
26,2,Gravy for the poutine was a little too sweet for my liking.,candidate matches,1,0,0,0,0,1,1,0
26,3,I would love to eat more of that chicken tho,candidate matches,1,0,0,0,0,1,0,0
27,1,Don't let the lines deter you!,candidate matches,0,0,0,1,0,0,0,0
27,2,We arrived a little after noon on a Friday and made it to the front of the line within 20-25 minutes.,candidate matches,0,1,0,1,1,0,0,0
27,3,"We were handsomely rewarded with the most tender, juicy, flavorful chicken paired with crispy, house-made french fries and a salad (for health).",candidate matches,1,0,1,0,1,1,1,0
27,4,"Seating was a bit of an issue, but I would've gladly eaten this meal on the curb.",candidate matches,1,0,1,0,1,1,0,0
27,5,It was THAT good!,unclassified,0,0,0,0,0,0,0,0
28,1,This place is so tasty!,candidate matches,0,0,0,0,0,0,1,0
28,2,Service was streamlined and fast.,candidate matches,0,1,0,1,0,0,0,0
28,3,So much food for the price.,candidate matches,1,0,1,0,0,1,0,0
28,4,The spicy chicken wasn't too spicy but overall very juicy chicken.,candidate matches,1,0,0,0,0,0,1,0
28,5,They know what they are doing!,unclassified,0,0,0,0,0,0,0,0
29,1,It's all about the chicken nothing else.,candidate matches,1,1,0,0,0,0,1,0
29,2,I had the #11 salade florea a huge salad topped with plentiful and borderline obscene amounts of chorizo and chicken.,candidate matches,1,1,1,0,0,1,0,0
29,3,"The chicken was so juicy, tender and unbelievably flavorful that it outshined everything else.",candidate matches,1,1,1,0,0,0,1,0
29,4,"We also got a petite (trying to be healthy here) #8 poutine with chicken and chorizo and the #12 combo veronique with chicken, chorizo, fries, and salad.",candidate matches,1,1,0,0,0,1,1,0
30,1,"The line was down the street when we arrived, but don't be discouraged!",candidate matches,0,1,0,1,1,0,0,0
30,2,It moves quickly.,candidate matches,0,0,0,1,0,0,0,0
30,3,The poutine is wonderful and such large portions!,candidate matches,1,1,0,0,0,1,1,0
30,4,We split one and still couldn't finish it!,unclassified,0,0,0,0,0,0,0,0
31,1,"To avoid long lines, I got here at 10am.",candidate matches,0,0,0,1,0,0,0,0
31,2,"Also, make sure you push the door to enter, don't be like me and pull  :)  I knew what I wanted, so I got #8, small with couple drinks, egg tart and blonde donut thing.",unclassified,0,0,0,0,0,0,0,0
31,3,The poutine was decent.,candidate matches,1,1,1,0,0,1,1,0
31,4,"I liked the chicken, it was moist, seasoned well and I would been perfectly fine just ordering the chicken by itself.",candidate matches,1,1,0,0,0,0,1,0
31,5,"The whole plate as a whole, few things they could done better.",unclassified,0,0,0,0,0,0,0,0
31,6,I wish they added more gravy...,candidate matches,1,0,0,0,0,0,0,0
31,7,"if they layered it, it would have helped.",unclassified,0,0,0,0,0,0,0,0
31,8,"After the fries, add the gravy, then the cheese, chicken and sausage and another layer of the gravy.",candidate matches,1,1,0,0,0,1,0,0
31,9,"After you eat the top, once you get to the rest of the fries, there's no gravy leftover unfortunately.",candidate matches,1,0,0,0,0,1,0,0
31,10,"I don't know if you can ask for additional gravy on the side or if you need to pay for additional, but it would have helped to have more gravy.",unclassified,0,0,0,0,0,0,0,0
31,11,"The interior was small, but plenty of seating to enjoy your food.",candidate matches,1,0,1,0,1,1,0,0
31,12,"Egg tart was decent, but it would been a lot better if served warm.",candidate matches,1,0,0,0,0,0,0,0
32,1,Ma Poule Mouillee is a place where dreams come true.,candidate matches,0,0,0,1,0,0,1,0
32,2,"After reading Maria's review back in 2020, I knew I had to visit this spot if I ever found myself in Montreal.",candidate matches,0,0,0,0,0,0,1,1
32,3,"Well, I am so glad I did!",unclassified,0,0,0,0,0,0,0,0
32,4,We visited for lunch and there was a line around the block.,candidate matches,0,1,0,1,1,0,0,0
32,5,"Now with a ton of amazing spots in Montreal, you may be thinking is it worth waiting in line?",candidate matches,0,0,0,0,0,0,1,1
32,6,"Yes, yes it most certainly is.",unclassified,0,0,0,0,0,0,0,0
32,7,Once you make your way inside they have a great assembly line going.,unclassified,0,0,0,0,0,0,0,0
32,8,"You order, then make your way down to the register.",candidate matches,0,0,0,0,0,1,0,0
32,9,"By the time you make it to the register, your order is waiting for you.",candidate matches,0,1,0,1,0,1,0,0
32,10,"Here is the time to grab extra sauce, we did not and I was regretful.",candidate matches,0,0,0,0,0,1,0,0
32,11,"The Portuguese chicken was moist and delicious, their sauce is just so freaking good.",candidate matches,1,0,0,0,0,0,1,0
32,12,"We also ordered the petit poutine, and let me tell you nothing was petite about that thing.",candidate matches,1,1,0,0,0,1,1,0
32,13,My friend and I could barely make a dent in it.,unclassified,0,0,0,0,0,0,0,0
32,14,But it was also so flavorful and delicious.,candidate matches,1,0,1,0,0,0,0,0
32,15,We rounded things out with some orange Sumol (the best flavor) and a pastel de nata.,candidate matches,1,0,0,0,0,0,0,0
32,16,They have a variety of bar seating/tables around the restaurant.,candidate matches,0,0,0,0,1,1,0,0
32,17,Even with the long line we were able to find seats to eat without an issue.,candidate matches,0,1,0,1,0,0,0,0
32,18,"If I'm ever back in Montreal, I will never not go here.",candidate matches,0,0,0,0,0,0,1,1
32,19,The best!,unclassified,0,0,0,0,0,0,0,0
33,1,Wow!,unclassified,0,0,0,0,0,0,0,0
33,2,A line that goes out the door and locals and tourists enjoy the food.,candidate matches,0,1,0,1,0,0,0,0
33,3,Huge portions.,candidate matches,1,0,1,0,0,0,0,0
33,4,Who knew rotisserie chicken could be so flavorful?,candidate matches,1,1,0,0,0,0,1,0
33,5,"I had the chicken and chorizo poutine, and wow, I could not finish my small portion.",candidate matches,1,1,1,0,0,1,1,0
33,6,The gravy was delicious with bits and pieces of chicken and chorizo over crispy fries I love this place!,candidate matches,1,0,1,0,1,1,1,0
34,1,Absolutely one of the best Portuguese chicken places in the plateau borough.,candidate matches,1,0,0,0,0,0,1,0
34,2,"The chicken is super tender and juicy, and the piri piri sauce has to be some of the best I had.",candidate matches,1,0,0,0,0,0,1,0
34,3,Very nice kick of heat with amazing flavors from the various spices.,candidate matches,1,0,0,0,0,0,0,0
34,4,This place gets packed up very quickly if you are planing on eating inside the restaurant.,candidate matches,0,1,0,1,1,0,1,0
34,5,"However, parc La Fontaine is across the street, which offers lot of picnic table to sit down at.",unclassified,0,0,0,0,0,0,0,0
34,6,10/10.,unclassified,0,0,0,0,0,0,0,0
